Country,Happiness.Rank,Happiness.Score,Number of Records,Factors,Values,Year
Mongolia,101,4.91,1,Family.Support,1.09,2016
Mongolia,101,4.91,1,Freedom,0.36,2016
Mongolia,101,4.91,1,Generosity,0.35,2016
Mongolia,101,4.91,1,Health.Life.Expectancy,0.55,2016
Laos,102,4.88,1,Absence.of.Corruption,0.22,2016
Laos,102,4.88,1,Economy..GDP.per.Capita.,0.68,2016
Laos,102,4.88,1,Family.Support,0.55,2016
Laos,102,4.88,1,Freedom,0.52,2016
Laos,102,4.88,1,Generosity,0.43,2016
Laos,102,4.88,1,Health.Life.Expectancy,0.38,2016
Nigeria,103,4.88,1,Absence.of.Corruption,0.03,2016
Nigeria,103,4.88,1,Economy..GDP.per.Capita.,0.75,2016
Nigeria,103,4.88,1,Family.Support,0.64,2016
Nigeria,103,4.88,1,Freedom,0.28,2016
Nigeria,103,4.88,1,Generosity,0.23,2016
Nigeria,103,4.88,1,Health.Life.Expectancy,0.05,2016
Honduras,104,4.87,1,Absence.of.Corruption,0.07,2016
Honduras,104,4.87,1,Economy..GDP.per.Capita.,0.69,2016
Honduras,104,4.87,1,Family.Support,0.76,2016
Honduras,104,4.87,1,Freedom,0.27,2016
Honduras,104,4.87,1,Generosity,0.2,2016
Honduras,104,4.87,1,Health.Life.Expectancy,0.58,2016
Iran,105,4.81,1,Absence.of.Corruption,0.06,2016
Iran,105,4.81,1,Economy..GDP.per.Capita.,1.12,2016
Iran,105,4.81,1,Family.Support,0.39,2016
Iran,105,4.81,1,Freedom,0.23,2016
Iran,105,4.81,1,Generosity,0.39,2016
Iran,105,4.81,1,Health.Life.Expectancy,0.64,2016
Zambia,106,4.8,1,Absence.of.Corruption,0.11,2016
Zambia,106,4.8,1,Economy..GDP.per.Capita.,0.61,2016
Zambia,106,4.8,1,Family.Support,0.64,2016
Zambia,106,4.8,1,Freedom,0.43,2016
Zambia,106,4.8,1,Generosity,0.18,2016
Zambia,106,4.8,1,Health.Life.Expectancy,0.24,2016
Nepal,107,4.79,1,Absence.of.Corruption,0.07,2016
Nepal,107,4.79,1,Economy..GDP.per.Capita.,0.45,2016
Nepal,107,4.79,1,Family.Support,0.7,2016
Nepal,107,4.79,1,Freedom,0.37,2016
Nepal,107,4.79,1,Generosity,0.38,2016
Nepal,107,4.79,1,Health.Life.Expectancy,0.5,2016
Palestinian Territories,108,4.75,1,Absence.of.Corruption,0.11,2016
Palestinian Territories,108,4.75,1,Economy..GDP.per.Capita.,0.67,2016
Palestinian Territories,108,4.75,1,Family.Support,0.72,2016
Palestinian Territories,108,4.75,1,Freedom,0.18,2016
Palestinian Territories,108,4.75,1,Generosity,0.11,2016
Palestinian Territories,108,4.75,1,Health.Life.Expectancy,0.57,2016
Albania,109,4.66,1,Absence.of.Corruption,0.05,2016
Albania,109,4.66,1,Economy..GDP.per.Capita.,0.96,2016
Albania,109,4.66,1,Family.Support,0.5,2016
Albania,109,4.66,1,Freedom,0.32,2016
Albania,109,4.66,1,Generosity,0.17,2016
Albania,109,4.66,1,Health.Life.Expectancy,0.73,2016
Bangladesh,110,4.64,1,Absence.of.Corruption,0.13,2016
Bangladesh,110,4.64,1,Economy..GDP.per.Capita.,0.54,2016
Bangladesh,110,4.64,1,Family.Support,0.25,2016
Bangladesh,110,4.64,1,Freedom,0.4,2016
Bangladesh,110,4.64,1,Generosity,0.19,2016
Bangladesh,110,4.64,1,Health.Life.Expectancy,0.53,2016
Sierra Leone,111,4.63,1,Absence.of.Corruption,0.08,2016
Sierra Leone,111,4.63,1,Economy..GDP.per.Capita.,0.36,2016
Sierra Leone,111,4.63,1,Family.Support,0.63,2016
Sierra Leone,111,4.63,1,Freedom,0.31,2016
Sierra Leone,111,4.63,1,Generosity,0.24,2016
Sierra Leone,111,4.63,1,Health.Life.Expectancy,0,2016
Iraq,112,4.58,1,Absence.of.Corruption,0.14,2016
Iraq,112,4.58,1,Economy..GDP.per.Capita.,1.07,2016
Iraq,112,4.58,1,Family.Support,0.59,2016
Iraq,112,4.58,1,Freedom,0.25,2016
Iraq,112,4.58,1,Generosity,0.2,2016
Iraq,112,4.58,1,Health.Life.Expectancy,0.51,2016
Namibia,113,4.57,1,Absence.of.Corruption,0.1,2016
Namibia,113,4.57,1,Economy..GDP.per.Capita.,0.93,2016
Namibia,113,4.57,1,Family.Support,0.7,2016
Namibia,113,4.57,1,Freedom,0.49,2016
Namibia,113,4.57,1,Generosity,0.08,2016
Namibia,113,4.57,1,Health.Life.Expectancy,0.35,2016
Cameroon,114,4.51,1,Absence.of.Corruption,0.06,2016
Cameroon,114,4.51,1,Economy..GDP.per.Capita.,0.52,2016
Cameroon,114,4.51,1,Family.Support,0.63,2016
Cameroon,114,4.51,1,Freedom,0.43,2016
Cameroon,114,4.51,1,Generosity,0.23,2016
Cameroon,114,4.51,1,Health.Life.Expectancy,0.13,2016
Ethiopia,115,4.51,1,Absence.of.Corruption,0.17,2016
Ethiopia,115,4.51,1,Economy..GDP.per.Capita.,0.29,2016
Ethiopia,115,4.51,1,Family.Support,0.38,2016
Ethiopia,115,4.51,1,Freedom,0.37,2016
Ethiopia,115,4.51,1,Generosity,0.3,2016
Ethiopia,115,4.51,1,Health.Life.Expectancy,0.35,2016
South Africa,116,4.46,1,Absence.of.Corruption,0.08,2016
South Africa,116,4.46,1,Economy..GDP.per.Capita.,1.02,2016
South Africa,116,4.46,1,Family.Support,0.96,2016
South Africa,116,4.46,1,Freedom,0.42,2016
South Africa,116,4.46,1,Generosity,0.14,2016
South Africa,116,4.46,1,Health.Life.Expectancy,0.19,2016
Sri Lanka,117,4.42,1,Absence.of.Corruption,0.08,2016
Sri Lanka,117,4.42,1,Economy..GDP.per.Capita.,0.97,2016
Sri Lanka,117,4.42,1,Family.Support,0.85,2016
Sri Lanka,117,4.42,1,Freedom,0.51,2016
Sri Lanka,117,4.42,1,Generosity,0.47,2016
Sri Lanka,117,4.42,1,Health.Life.Expectancy,0.62,2016
India,118,4.4,1,Absence.of.Corruption,0.09,2016
India,118,4.4,1,Economy..GDP.per.Capita.,0.74,2016
India,118,4.4,1,Family.Support,0.29,2016
India,118,4.4,1,Freedom,0.4,2016
India,118,4.4,1,Generosity,0.25,2016
India,118,4.4,1,Health.Life.Expectancy,0.45,2016
Myanmar,119,4.39,1,Absence.of.Corruption,0.2,2016
Myanmar,119,4.39,1,Economy..GDP.per.Capita.,0.34,2016
Myanmar,119,4.39,1,Family.Support,0.7,2016
Myanmar,119,4.39,1,Freedom,0.43,2016
Myanmar,119,4.39,1,Generosity,0.82,2016
Myanmar,119,4.39,1,Health.Life.Expectancy,0.4,2016
Egypt,120,4.36,1,Absence.of.Corruption,0.1,2016
Egypt,120,4.36,1,Economy..GDP.per.Capita.,0.95,2016
Egypt,120,4.36,1,Family.Support,0.5,2016
Egypt,120,4.36,1,Freedom,0.19,2016
Egypt,120,4.36,1,Generosity,0.13,2016
Egypt,120,4.36,1,Health.Life.Expectancy,0.52,2016
Armenia,121,4.36,1,Absence.of.Corruption,0.04,2016
Armenia,121,4.36,1,Economy..GDP.per.Capita.,0.86,2016
Armenia,121,4.36,1,Family.Support,0.62,2016
Armenia,121,4.36,1,Freedom,0.14,2016
Armenia,121,4.36,1,Generosity,0.08,2016
Armenia,121,4.36,1,Health.Life.Expectancy,0.64,2016
Kenya,122,4.36,1,Absence.of.Corruption,0.07,2016
Kenya,122,4.36,1,Economy..GDP.per.Capita.,0.52,2016
Kenya,122,4.36,1,Family.Support,0.76,2016
Kenya,122,4.36,1,Freedom,0.41,2016
Kenya,122,4.36,1,Generosity,0.41,2016
Kenya,122,4.36,1,Health.Life.Expectancy,0.3,2016
Ukraine,123,4.32,1,Absence.of.Corruption,0.02,2016
Ukraine,123,4.32,1,Economy..GDP.per.Capita.,0.87,2016
Ukraine,123,4.32,1,Family.Support,1.01,2016
Ukraine,123,4.32,1,Freedom,0.13,2016
Ukraine,123,4.32,1,Generosity,0.2,2016
Ukraine,123,4.32,1,Health.Life.Expectancy,0.59,2016
Ghana,124,4.28,1,Absence.of.Corruption,0.03,2016
Ghana,124,4.28,1,Economy..GDP.per.Capita.,0.63,2016
Ghana,124,4.28,1,Family.Support,0.49,2016
Ghana,124,4.28,1,Freedom,0.41,2016
Ghana,124,4.28,1,Generosity,0.21,2016
Ghana,124,4.28,1,Health.Life.Expectancy,0.3,2016
Congo (Kinshasa),125,4.27,1,Absence.of.Corruption,0.06,2016
Congo (Kinshasa),125,4.27,1,Economy..GDP.per.Capita.,0.06,2016
Congo (Kinshasa),125,4.27,1,Family.Support,0.81,2016
Congo (Kinshasa),125,4.27,1,Freedom,0.16,2016
Congo (Kinshasa),125,4.27,1,Generosity,0.25,2016
Congo (Kinshasa),125,4.27,1,Health.Life.Expectancy,0.19,2016
Georgia,126,4.25,1,Absence.of.Corruption,0.32,2016
Georgia,126,4.25,1,Economy..GDP.per.Capita.,0.84,2016
Georgia,126,4.25,1,Family.Support,0.19,2016
Georgia,126,4.25,1,Freedom,0.32,2016
Georgia,126,4.25,1,Generosity,0.07,2016
Georgia,126,4.25,1,Health.Life.Expectancy,0.64,2016
Congo (Brazzaville),127,4.24,1,Absence.of.Corruption,0.1,2016
Congo (Brazzaville),127,4.24,1,Economy..GDP.per.Capita.,0.77,2016
Congo (Brazzaville),127,4.24,1,Family.Support,0.48,2016
Congo (Brazzaville),127,4.24,1,Freedom,0.38,2016
Congo (Brazzaville),127,4.24,1,Generosity,0.12,2016
Congo (Brazzaville),127,4.24,1,Health.Life.Expectancy,0.28,2016
Senegal,128,4.22,1,Absence.of.Corruption,0.12,2016
Senegal,128,4.22,1,Economy..GDP.per.Capita.,0.44,2016
Senegal,128,4.22,1,Family.Support,0.77,2016
Senegal,128,4.22,1,Freedom,0.31,2016
Senegal,128,4.22,1,Generosity,0.19,2016
Senegal,128,4.22,1,Health.Life.Expectancy,0.4,2016
Bulgaria,129,4.22,1,Absence.of.Corruption,0.01,2016
Bulgaria,129,4.22,1,Economy..GDP.per.Capita.,1.11,2016
Bulgaria,129,4.22,1,Family.Support,0.93,2016
Bulgaria,129,4.22,1,Freedom,0.21,2016
Bulgaria,129,4.22,1,Generosity,0.13,2016
Bulgaria,129,4.22,1,Health.Life.Expectancy,0.68,2016
Mauritania,130,4.2,1,Absence.of.Corruption,0.18,2016
Mauritania,130,4.2,1,Economy..GDP.per.Capita.,0.61,2016
Mauritania,130,4.2,1,Family.Support,0.84,2016
Mauritania,130,4.2,1,Freedom,0.13,2016
Mauritania,130,4.2,1,Generosity,0.23,2016
Mauritania,130,4.2,1,Health.Life.Expectancy,0.29,2016
Zimbabwe,131,4.19,1,Absence.of.Corruption,0.09,2016
Zimbabwe,131,4.19,1,Economy..GDP.per.Capita.,0.35,2016
Zimbabwe,131,4.19,1,Family.Support,0.71,2016
Zimbabwe,131,4.19,1,Freedom,0.25,2016
Zimbabwe,131,4.19,1,Generosity,0.19,2016
Zimbabwe,131,4.19,1,Health.Life.Expectancy,0.16,2016
Malawi,132,4.16,1,Absence.of.Corruption,0.08,2016
Malawi,132,4.16,1,Economy..GDP.per.Capita.,0.09,2016
Malawi,132,4.16,1,Family.Support,0.15,2016
Malawi,132,4.16,1,Freedom,0.41,2016
Malawi,132,4.16,1,Generosity,0.31,2016
Malawi,132,4.16,1,Health.Life.Expectancy,0.29,2016
Sudan,133,4.14,1,Absence.of.Corruption,0.1,2016
Sudan,133,4.14,1,Economy..GDP.per.Capita.,0.63,2016
Sudan,133,4.14,1,Family.Support,0.82,2016
Sudan,133,4.14,1,Freedom,0,2016
Sudan,133,4.14,1,Generosity,0.18,2016
Sudan,133,4.14,1,Health.Life.Expectancy,0.3,2016
Gabon,134,4.12,1,Absence.of.Corruption,0.09,2016
Gabon,134,4.12,1,Economy..GDP.per.Capita.,1.16,2016
Gabon,134,4.12,1,Family.Support,0.72,2016
Gabon,134,4.12,1,Freedom,0.28,2016
Gabon,134,4.12,1,Generosity,0.06,2016
Gabon,134,4.12,1,Health.Life.Expectancy,0.35,2016
Mali,135,4.07,1,Absence.of.Corruption,0.14,2016
Mali,135,4.07,1,Economy..GDP.per.Capita.,0.31,2016
Mali,135,4.07,1,Family.Support,0.86,2016
Mali,135,4.07,1,Freedom,0.28,2016
Mali,135,4.07,1,Generosity,0.21,2016
Mali,135,4.07,1,Health.Life.Expectancy,0.16,2016
Haiti,136,4.03,1,Absence.of.Corruption,0.14,2016
Haiti,136,4.03,1,Economy..GDP.per.Capita.,0.34,2016
Haiti,136,4.03,1,Family.Support,0.3,2016
Haiti,136,4.03,1,Freedom,0.12,2016
Haiti,136,4.03,1,Generosity,0.48,2016
Haiti,136,4.03,1,Health.Life.Expectancy,0.27,2016
Botswana,137,3.97,1,Absence.of.Corruption,0.11,2016
Botswana,137,3.97,1,Economy..GDP.per.Capita.,1.09,2016
Botswana,137,3.97,1,Family.Support,0.89,2016
Botswana,137,3.97,1,Freedom,0.44,2016
Botswana,137,3.97,1,Generosity,0.12,2016
Botswana,137,3.97,1,Health.Life.Expectancy,0.35,2016
Comoros,138,3.96,1,Absence.of.Corruption,0.18,2016
Comoros,138,3.96,1,Economy..GDP.per.Capita.,0.28,2016
Comoros,138,3.96,1,Family.Support,0.6,2016
Comoros,138,3.96,1,Freedom,0.15,2016
Comoros,138,3.96,1,Generosity,0.18,2016
Comoros,138,3.96,1,Health.Life.Expectancy,0.3,2016
Ivory Coast,139,3.92,1,Absence.of.Corruption,0.16,2016
Ivory Coast,139,3.92,1,Economy..GDP.per.Capita.,0.56,2016
Ivory Coast,139,3.92,1,Family.Support,0.58,2016
Ivory Coast,139,3.92,1,Freedom,0.41,2016
Ivory Coast,139,3.92,1,Generosity,0.2,2016
Ivory Coast,139,3.92,1,Health.Life.Expectancy,0.04,2016
Cambodia,140,3.91,1,Absence.of.Corruption,0.08,2016
Cambodia,140,3.91,1,Economy..GDP.per.Capita.,0.56,2016
Cambodia,140,3.91,1,Family.Support,0.54,2016
Cambodia,140,3.91,1,Freedom,0.59,2016
Cambodia,140,3.91,1,Generosity,0.4,2016
Cambodia,140,3.91,1,Health.Life.Expectancy,0.42,2016
Angola,141,3.87,1,Absence.of.Corruption,0.08,2016
Angola,141,3.87,1,Economy..GDP.per.Capita.,0.85,2016
Angola,141,3.87,1,Family.Support,0.66,2016
Angola,141,3.87,1,Freedom,0.01,2016
Angola,141,3.87,1,Generosity,0.12,2016
Angola,141,3.87,1,Health.Life.Expectancy,0.05,2016
Niger,142,3.86,1,Absence.of.Corruption,0.17,2016
Niger,142,3.86,1,Economy..GDP.per.Capita.,0.13,2016
Niger,142,3.86,1,Family.Support,0.61,2016
Niger,142,3.86,1,Freedom,0.38,2016
Niger,142,3.86,1,Generosity,0.21,2016
Niger,142,3.86,1,Health.Life.Expectancy,0.26,2016
South Sudan,143,3.83,1,Absence.of.Corruption,0.13,2016
South Sudan,143,3.83,1,Economy..GDP.per.Capita.,0.39,2016
South Sudan,143,3.83,1,Family.Support,0.19,2016
South Sudan,143,3.83,1,Freedom,0.2,2016
South Sudan,143,3.83,1,Generosity,0.26,2016
South Sudan,143,3.83,1,Health.Life.Expectancy,0.16,2016
Chad,144,3.76,1,Absence.of.Corruption,0.05,2016
Chad,144,3.76,1,Economy..GDP.per.Capita.,0.42,2016
Chad,144,3.76,1,Family.Support,0.63,2016
Chad,144,3.76,1,Freedom,0.13,2016
Chad,144,3.76,1,Generosity,0.19,2016
Chad,144,3.76,1,Health.Life.Expectancy,0.04,2016
Burkina Faso,145,3.74,1,Absence.of.Corruption,0.13,2016
Burkina Faso,145,3.74,1,Economy..GDP.per.Capita.,0.32,2016
Burkina Faso,145,3.74,1,Family.Support,0.63,2016
Burkina Faso,145,3.74,1,Freedom,0.33,2016
Burkina Faso,145,3.74,1,Generosity,0.24,2016
Burkina Faso,145,3.74,1,Health.Life.Expectancy,0.21,2016
Uganda,145,3.74,1,Absence.of.Corruption,0.06,2016
Uganda,145,3.74,1,Economy..GDP.per.Capita.,0.35,2016
Uganda,145,3.74,1,Family.Support,0.91,2016
Uganda,145,3.74,1,Freedom,0.44,2016
Uganda,145,3.74,1,Generosity,0.27,2016
Uganda,145,3.74,1,Health.Life.Expectancy,0.2,2016
Yemen,147,3.72,1,Absence.of.Corruption,0.06,2016
Yemen,147,3.72,1,Economy..GDP.per.Capita.,0.58,2016
Yemen,147,3.72,1,Family.Support,0.47,2016
Yemen,147,3.72,1,Freedom,0.23,2016
Yemen,147,3.72,1,Generosity,0.1,2016
Yemen,147,3.72,1,Health.Life.Expectancy,0.31,2016
Madagascar,148,3.69,1,Absence.of.Corruption,0.08,2016
Madagascar,148,3.69,1,Economy..GDP.per.Capita.,0.28,2016
Madagascar,148,3.69,1,Family.Support,0.46,2016
Madagascar,148,3.69,1,Freedom,0.14,2016
Madagascar,148,3.69,1,Generosity,0.22,2016
Madagascar,148,3.69,1,Health.Life.Expectancy,0.37,2016
Tanzania,149,3.67,1,Absence.of.Corruption,0.05,2016
Tanzania,149,3.67,1,Economy..GDP.per.Capita.,0.47,2016
Tanzania,149,3.67,1,Family.Support,0.78,2016
Tanzania,149,3.67,1,Freedom,0.32,2016
Tanzania,149,3.67,1,Generosity,0.31,2016
Tanzania,149,3.67,1,Health.Life.Expectancy,0.36,2016
Liberia,150,3.62,1,Absence.of.Corruption,0.05,2016
Liberia,150,3.62,1,Economy..GDP.per.Capita.,0.11,2016
Liberia,150,3.62,1,Family.Support,0.5,2016
Liberia,150,3.62,1,Freedom,0.26,2016
Liberia,150,3.62,1,Generosity,0.24,2016
Liberia,150,3.62,1,Health.Life.Expectancy,0.23,2016
Guinea,151,3.61,1,Absence.of.Corruption,0.12,2016
Guinea,151,3.61,1,Economy..GDP.per.Capita.,0.22,2016
Guinea,151,3.61,1,Family.Support,0.31,2016
Guinea,151,3.61,1,Freedom,0.31,2016
Guinea,151,3.61,1,Generosity,0.3,2016
Guinea,151,3.61,1,Health.Life.Expectancy,0.19,2016
Rwanda,152,3.52,1,Absence.of.Corruption,0.51,2016
Rwanda,152,3.52,1,Economy..GDP.per.Capita.,0.33,2016
Rwanda,152,3.52,1,Family.Support,0.62,2016
Rwanda,152,3.52,1,Freedom,0.54,2016
Rwanda,152,3.52,1,Generosity,0.24,2016
Rwanda,152,3.52,1,Health.Life.Expectancy,0.32,2016
Benin,153,3.48,1,Absence.of.Corruption,0.07,2016
Benin,153,3.48,1,Economy..GDP.per.Capita.,0.39,2016
Benin,153,3.48,1,Family.Support,0.1,2016
Benin,153,3.48,1,Freedom,0.4,2016
Benin,153,3.48,1,Generosity,0.2,2016
Benin,153,3.48,1,Health.Life.Expectancy,0.21,2016
Afghanistan,154,3.36,1,Absence.of.Corruption,0.07,2016
Afghanistan,154,3.36,1,Economy..GDP.per.Capita.,0.38,2016
Afghanistan,154,3.36,1,Family.Support,0.11,2016
Afghanistan,154,3.36,1,Freedom,0.16,2016
Afghanistan,154,3.36,1,Generosity,0.31,2016
Afghanistan,154,3.36,1,Health.Life.Expectancy,0.17,2016
Togo,155,3.3,1,Absence.of.Corruption,0.12,2016
Togo,155,3.3,1,Economy..GDP.per.Capita.,0.28,2016
Togo,155,3.3,1,Family.Support,0,2016
Togo,155,3.3,1,Freedom,0.35,2016
Togo,155,3.3,1,Generosity,0.18,2016
Togo,155,3.3,1,Health.Life.Expectancy,0.25,2016
Syria,156,3.07,1,Absence.of.Corruption,0.17,2016
Syria,156,3.07,1,Economy..GDP.per.Capita.,0.75,2016
Syria,156,3.07,1,Family.Support,0.15,2016
Syria,156,3.07,1,Freedom,0.07,2016
Syria,156,3.07,1,Generosity,0.48,2016
Syria,156,3.07,1,Health.Life.Expectancy,0.63,2016
Burundi,157,2.9,1,Absence.of.Corruption,0.09,2016
Burundi,157,2.9,1,Economy..GDP.per.Capita.,0.07,2016
Burundi,157,2.9,1,Family.Support,0.23,2016
Burundi,157,2.9,1,Freedom,0.04,2016
Burundi,157,2.9,1,Generosity,0.2,2016
Burundi,157,2.9,1,Health.Life.Expectancy,0.16,2016
Norway,1,7.54,1,Absence.of.Corruption,0.32,2017
Norway,1,7.54,1,Economy..GDP.per.Capita.,1.62,2017
Norway,1,7.54,1,Family.Support,1.53,2017
Norway,1,7.54,1,Freedom,0.64,2017
Norway,1,7.54,1,Generosity,0.36,2017
Norway,1,7.54,1,Health.Life.Expectancy,0.8,2017
Denmark,2,7.52,1,Absence.of.Corruption,0.4,2017
Denmark,2,7.52,1,Economy..GDP.per.Capita.,1.48,2017
Denmark,2,7.52,1,Family.Support,1.55,2017
Denmark,2,7.52,1,Freedom,0.63,2017
Denmark,2,7.52,1,Generosity,0.36,2017
Denmark,2,7.52,1,Health.Life.Expectancy,0.79,2017
Iceland,3,7.5,1,Absence.of.Corruption,0.15,2017
Iceland,3,7.5,1,Economy..GDP.per.Capita.,1.48,2017
Iceland,3,7.5,1,Family.Support,1.61,2017
Iceland,3,7.5,1,Freedom,0.63,2017
Iceland,3,7.5,1,Generosity,0.48,2017
Iceland,3,7.5,1,Health.Life.Expectancy,0.83,2017
Switzerland,4,7.49,1,Absence.of.Corruption,0.37,2017
Switzerland,4,7.49,1,Economy..GDP.per.Capita.,1.56,2017
Switzerland,4,7.49,1,Family.Support,1.52,2017
Switzerland,4,7.49,1,Freedom,0.62,2017
Switzerland,4,7.49,1,Generosity,0.29,2017
Switzerland,4,7.49,1,Health.Life.Expectancy,0.86,2017
Finland,5,7.47,1,Absence.of.Corruption,0.38,2017
Finland,5,7.47,1,Economy..GDP.per.Capita.,1.44,2017
Finland,5,7.47,1,Family.Support,1.54,2017
Finland,5,7.47,1,Freedom,0.62,2017
Finland,5,7.47,1,Generosity,0.25,2017
Finland,5,7.47,1,Health.Life.Expectancy,0.81,2017
Netherlands,6,7.38,1,Absence.of.Corruption,0.28,2017
Netherlands,6,7.38,1,Economy..GDP.per.Capita.,1.5,2017
Netherlands,6,7.38,1,Family.Support,1.43,2017
Netherlands,6,7.38,1,Freedom,0.59,2017
Netherlands,6,7.38,1,Generosity,0.47,2017
Netherlands,6,7.38,1,Health.Life.Expectancy,0.81,2017
Canada,7,7.32,1,Absence.of.Corruption,0.29,2017
Canada,7,7.32,1,Economy..GDP.per.Capita.,1.48,2017
Canada,7,7.32,1,Family.Support,1.48,2017
Canada,7,7.32,1,Freedom,0.61,2017
Canada,7,7.32,1,Generosity,0.44,2017
Canada,7,7.32,1,Health.Life.Expectancy,0.83,2017
New Zealand,8,7.31,1,Absence.of.Corruption,0.38,2017
New Zealand,8,7.31,1,Economy..GDP.per.Capita.,1.41,2017
New Zealand,8,7.31,1,Family.Support,1.55,2017
New Zealand,8,7.31,1,Freedom,0.61,2017
New Zealand,8,7.31,1,Generosity,0.5,2017
New Zealand,8,7.31,1,Health.Life.Expectancy,0.82,2017
Sweden,9,7.28,1,Absence.of.Corruption,0.38,2017
Sweden,9,7.28,1,Economy..GDP.per.Capita.,1.49,2017
Sweden,9,7.28,1,Family.Support,1.48,2017
Sweden,9,7.28,1,Freedom,0.61,2017
Sweden,9,7.28,1,Generosity,0.39,2017
Sweden,9,7.28,1,Health.Life.Expectancy,0.83,2017
Australia,10,7.28,1,Absence.of.Corruption,0.3,2017
Australia,10,7.28,1,Economy..GDP.per.Capita.,1.48,2017
Australia,10,7.28,1,Family.Support,1.51,2017
Australia,10,7.28,1,Freedom,0.6,2017
Australia,10,7.28,1,Generosity,0.48,2017
Australia,10,7.28,1,Health.Life.Expectancy,0.84,2017
Israel,11,7.21,1,Absence.of.Corruption,0.09,2017
Israel,11,7.21,1,Economy..GDP.per.Capita.,1.38,2017
Israel,11,7.21,1,Family.Support,1.38,2017
Israel,11,7.21,1,Freedom,0.41,2017
Israel,11,7.21,1,Generosity,0.33,2017
Israel,11,7.21,1,Health.Life.Expectancy,0.84,2017
Costa Rica,12,7.08,1,Absence.of.Corruption,0.1,2017
Costa Rica,12,7.08,1,Economy..GDP.per.Capita.,1.11,2017
Costa Rica,12,7.08,1,Family.Support,1.42,2017
Costa Rica,12,7.08,1,Freedom,0.58,2017
Costa Rica,12,7.08,1,Generosity,0.21,2017
Costa Rica,12,7.08,1,Health.Life.Expectancy,0.76,2017
Austria,13,7.01,1,Absence.of.Corruption,0.22,2017
Austria,13,7.01,1,Economy..GDP.per.Capita.,1.49,2017
Austria,13,7.01,1,Family.Support,1.46,2017
Austria,13,7.01,1,Freedom,0.57,2017
Austria,13,7.01,1,Generosity,0.32,2017
Austria,13,7.01,1,Health.Life.Expectancy,0.82,2017
United States,14,6.99,1,Absence.of.Corruption,0.14,2017
United States,14,6.99,1,Economy..GDP.per.Capita.,1.55,2017
United States,14,6.99,1,Family.Support,1.42,2017
United States,14,6.99,1,Freedom,0.51,2017
United States,14,6.99,1,Generosity,0.39,2017
United States,14,6.99,1,Health.Life.Expectancy,0.77,2017
Ireland,15,6.98,1,Absence.of.Corruption,0.3,2017
Ireland,15,6.98,1,Economy..GDP.per.Capita.,1.54,2017
Ireland,15,6.98,1,Family.Support,1.56,2017
Ireland,15,6.98,1,Freedom,0.57,2017
Ireland,15,6.98,1,Generosity,0.43,2017
Ireland,15,6.98,1,Health.Life.Expectancy,0.81,2017
Germany,16,6.95,1,Absence.of.Corruption,0.28,2017
Germany,16,6.95,1,Economy..GDP.per.Capita.,1.49,2017
Germany,16,6.95,1,Family.Support,1.47,2017
Germany,16,6.95,1,Freedom,0.56,2017
Germany,16,6.95,1,Generosity,0.34,2017
Germany,16,6.95,1,Health.Life.Expectancy,0.8,2017
Belgium,17,6.89,1,Absence.of.Corruption,0.25,2017
Belgium,17,6.89,1,Economy..GDP.per.Capita.,1.46,2017
Belgium,17,6.89,1,Family.Support,1.46,2017
Belgium,17,6.89,1,Freedom,0.54,2017
Belgium,17,6.89,1,Generosity,0.23,2017
Belgium,17,6.89,1,Health.Life.Expectancy,0.82,2017
Luxembourg,18,6.86,1,Absence.of.Corruption,0.32,2017
Luxembourg,18,6.86,1,Economy..GDP.per.Capita.,1.74,2017
Luxembourg,18,6.86,1,Family.Support,1.46,2017
Luxembourg,18,6.86,1,Freedom,0.6,2017
Luxembourg,18,6.86,1,Generosity,0.28,2017
Luxembourg,18,6.86,1,Health.Life.Expectancy,0.85,2017
United Kingdom,19,6.71,1,Absence.of.Corruption,0.27,2017
United Kingdom,19,6.71,1,Economy..GDP.per.Capita.,1.44,2017
United Kingdom,19,6.71,1,Family.Support,1.5,2017
United Kingdom,19,6.71,1,Freedom,0.51,2017
United Kingdom,19,6.71,1,Generosity,0.49,2017
United Kingdom,19,6.71,1,Health.Life.Expectancy,0.81,2017
Chile,20,6.65,1,Absence.of.Corruption,0.08,2017
Chile,20,6.65,1,Economy..GDP.per.Capita.,1.25,2017
Chile,20,6.65,1,Family.Support,1.28,2017
Chile,20,6.65,1,Freedom,0.38,2017
Chile,20,6.65,1,Generosity,0.33,2017
Chile,20,6.65,1,Health.Life.Expectancy,0.82,2017
United Arab Emirates,21,6.65,1,Absence.of.Corruption,0.32,2017
United Arab Emirates,21,6.65,1,Economy..GDP.per.Capita.,1.63,2017
United Arab Emirates,21,6.65,1,Family.Support,1.27,2017
United Arab Emirates,21,6.65,1,Freedom,0.61,2017
United Arab Emirates,21,6.65,1,Generosity,0.36,2017
United Arab Emirates,21,6.65,1,Health.Life.Expectancy,0.73,2017
Brazil,22,6.64,1,Absence.of.Corruption,0.11,2017
Brazil,22,6.64,1,Economy..GDP.per.Capita.,1.11,2017
Brazil,22,6.64,1,Family.Support,1.43,2017
Brazil,22,6.64,1,Freedom,0.44,2017
Brazil,22,6.64,1,Generosity,0.16,2017
Brazil,22,6.64,1,Health.Life.Expectancy,0.62,2017
Czech Republic,23,6.61,1,Absence.of.Corruption,0.04,2017
